chr1	119826460	152321597
chr2	87255380	97678063
chr2	108755569	110865569
chr3	90172459	94655574
chr4	47708101	51743951
chr5	43430359	50759807
chr6	58553889	59829934
chr7	54560442 	68627558
chr8	44033745	45877265
chr9	36566393	67328702
chr10	39686683	41593521
chr11	47575499	54425074
chr12	34321380	40302041
chr12	61034215	65361298
chr13	0	21837752
chr14	0	22949148
chr15	0	23725254
chr16	31275268	49401914
chr17	23603988	30340357
chr18	15460900	23861206
chr20	25548972	66477826
chr21	0	13937390
chr22	0	16790950
chrX	55172875	63172875
chrX	153005350	154505350
chrY	0	10544039
