seqnames start end CI.start CI.end genoT filenames
chr2 131494828 131609076 129787745 132307064 wc-ww ERR2268502_.trimmed.mdup.bam.RData.1
chr2 146454409 146617673 146245863 147055821 ww-wc ERR2268502_.trimmed.mdup.bam.RData.2
chr6 7411454 7499320 3792915 7678420 wc-cc ERR2268502_.trimmed.mdup.bam.RData.3
chr6 111654489 111868740 111384234 112164168 cc-wc ERR2268502_.trimmed.mdup.bam.RData.4
chr7 65211889 65231720 64639213 66303545 ww-wc ERR2268502_.trimmed.mdup.bam.RData.5
chr8 58990608 58994884 58894446 59357722 wc-ww ERR2268502_.trimmed.mdup.bam.RData.6
chr9 94975541 95003884 94601311 95552387 wc-ww ERR2268502_.trimmed.mdup.bam.RData.7
chr9 123363517 123411906 123290600 123823615 ww-wc ERR2268502_.trimmed.mdup.bam.RData.8
chr7 11212609 11271940 6703102 11521283 cc-wc ERR2268503_.trimmed.mdup.bam.RData.1
chr9 10687927 10990137 10467055 11233543 ww-wc ERR2268503_.trimmed.mdup.bam.RData.2
chr13 33579540 33672056 33055564 33911652 wc-cc ERR2268503_.trimmed.mdup.bam.RData.3
chr14 56042421 56172730 55312844 56387189 wc-ww ERR2268503_.trimmed.mdup.bam.RData.4
chr17 12097690 12104979 11782410 12691623 wc-ww ERR2268503_.trimmed.mdup.bam.RData.5
chr2 106746872 106880374 106277829 109170353 ww-wc ERR2268504_.trimmed.mdup.bam.RData.1
chr18 35357060 36347010 8369055 37192121 ww-wc ERR2268504_.trimmed.mdup.bam.RData.2
chr1 93681051 93758783 93362079 94505509 ww-wc ERR2268505_.trimmed.mdup.bam.RData.1
chr5 38651265 38678881 38403155 39466707 cc-wc ERR2268505_.trimmed.mdup.bam.RData.2
chr5 53152893 53211876 45041396 53344616 wc-cc ERR2268505_.trimmed.mdup.bam.RData.3
chr8 14455113 14787242 14189685 15200843 ww-wc ERR2268505_.trimmed.mdup.bam.RData.4
chr11 76302950 76533523 75954867 76677020 ww-wc ERR2268505_.trimmed.mdup.bam.RData.5
chr4 172308527 172419565 171755876 172787536 wc-cc ERR2268506_.trimmed.mdup.bam.RData.1
chr12 19051573 19072480 6669958 19605985 wc-cc ERR2268506_.trimmed.mdup.bam.RData.2
chr1 41352379 41421010 40803109 41710140 cc-wc ERR2268508_.trimmed.mdup.bam.RData.1
chr3 177283004 177296776 176664588 177808338 wc-ww ERR2268508_.trimmed.mdup.bam.RData.2
chr6 55160813 55322725 54553972 56144988 wc-ww ERR2268508_.trimmed.mdup.bam.RData.3
chr10 95961447 96078705 95511034 96410872 wc-ww ERR2268508_.trimmed.mdup.bam.RData.4
chr2 35302269 35447344 34523307 36109651 cc-wc ERR2268509_.trimmed.mdup.bam.RData.1
chr2 219524952 220301623 218782326 220597700 wc-ww ERR2268509_.trimmed.mdup.bam.RData.2
chr5 84336183 84582334 82864966 85003135 wc-ww ERR2268509_.trimmed.mdup.bam.RData.3
chr13 67214421 67439199 63344048 69259156 wc-ww ERR2268510_.trimmed.mdup.bam.RData.1
chr13 73773097 74279347 68960821 79659767 ww-wc ERR2268510_.trimmed.mdup.bam.RData.2
chr13 76850751 76972753 74487408 80805895 wc-ww ERR2268510_.trimmed.mdup.bam.RData.3
chr2 89651279 89850525 85444989 94778858 wc-cc ERR2268511_.trimmed.mdup.bam.RData.1
chr3 137840142 138388195 137112344 138826500 ww-wc ERR2268511_.trimmed.mdup.bam.RData.2
chr6 69838584 70344907 68953318 71491077 cc-wc ERR2268511_.trimmed.mdup.bam.RData.3
chr9 113894542 113975351 113303644 120136357 wc-cc ERR2268511_.trimmed.mdup.bam.RData.4
chr12 111759116 112450126 111257895 117007928 ww-wc ERR2268511_.trimmed.mdup.bam.RData.5
chr3 72691853 93075832 72204339 93470744 cc-wc ERR2268512_.trimmed.mdup.bam.RData.1
chr3 94320739 110647384 90539833 111127983 wc-cc ERR2268512_.trimmed.mdup.bam.RData.2
chr5 113521197 113622891 112924019 116685165 ww-wc ERR2268512_.trimmed.mdup.bam.RData.3
chr12 21074123 21224933 19488871 21627705 wc-cc ERR2268512_.trimmed.mdup.bam.RData.4
chr18 22185791 22327839 14301899 22724836 cc-wc ERR2268512_.trimmed.mdup.bam.RData.5
chr9 23750982 23899326 8797443 24498433 ww-wc ERR2268513_.trimmed.mdup.bam.RData.1
chr18 31617597 31833213 29793987 32489246 ww-wc ERR2268513_.trimmed.mdup.bam.RData.2
chr1 124200801 124287353 120989517 149845363 cc-wc ERR2268514_.trimmed.mdup.bam.RData.1
chr4 100933319 101761669 100527074 102890469 cc-wc ERR2268514_.trimmed.mdup.bam.RData.2
chr7 27719574 28046058 20787784 28891775 wc-ww ERR2268514_.trimmed.mdup.bam.RData.3
chr1 77877071 78844618 77363118 79491318 wc-cc ERR2268515_.trimmed.mdup.bam.RData.1
chr3 35307394 36072243 34320661 37100328 wc-ww ERR2268515_.trimmed.mdup.bam.RData.2
chr1 11256723 11272616 4296619 11599548 ww-wc ERR2268516_.trimmed.mdup.bam.RData.1
chr2 183777467 183981925 182386250 184888443 wc-cc ERR2268516_.trimmed.mdup.bam.RData.2
chr6 92137117 95275807 91290769 95600428 cc-wc ERR2268516_.trimmed.mdup.bam.RData.3
chr8 56953185 57157727 56471470 57594398 cc-wc ERR2268516_.trimmed.mdup.bam.RData.4
chr14 94549285 94632309 94384166 100793396 cc-wc ERR2268516_.trimmed.mdup.bam.RData.5
chr1 206741041 206788243 206512971 207167785 wc-ww ERR2268517_.trimmed.mdup.bam.RData.1
chr1 238165241 238327258 238051727 238523062 ww-wc ERR2268517_.trimmed.mdup.bam.RData.2
chr3 172065765 172169721 171802615 172774876 ww-wc ERR2268517_.trimmed.mdup.bam.RData.3
chr6 163615299 163618065 163216197 163918829 wc-ww ERR2268517_.trimmed.mdup.bam.RData.4
chr8 57820297 58231125 57611355 59288883 cc-wc ERR2268517_.trimmed.mdup.bam.RData.5
chr9 99757936 99787858 99561894 100369400 cc-wc ERR2268517_.trimmed.mdup.bam.RData.6
chrX 20923256 20977853 14393768 23377288 cc-ww ERR2268517_.trimmed.mdup.bam.RData.7
chr1 81726420 81782962 81284061 82553285 wc-ww ERR2268518_.trimmed.mdup.bam.RData.1
chr5 159279219 159769551 156698207 159971881 wc-ww ERR2268518_.trimmed.mdup.bam.RData.2
chr1 234913930 235330697 234588077 235696246 wc-ww ERR2268519_.trimmed.mdup.bam.RData.1
chr2 168256683 168611988 167934083 169476922 wc-ww ERR2268519_.trimmed.mdup.bam.RData.2
chr4 107639123 108114439 107488135 108426660 wc-ww ERR2268519_.trimmed.mdup.bam.RData.3
chr7 75847982 76683206 75613611 78950104 cc-wc ERR2268519_.trimmed.mdup.bam.RData.4
chr8 88819303 88902681 88051852 90039161 wc-ww ERR2268519_.trimmed.mdup.bam.RData.5
chr19 27980564 28125105 21615104 28401571 wc-ww ERR2268519_.trimmed.mdup.bam.RData.6
chr20 49306887 49606073 49044409 49877612 wc-cc ERR2268519_.trimmed.mdup.bam.RData.7
chr5 107344570 107582026 106967404 108757974 ww-wc ERR2268520_.trimmed.mdup.bam.RData.1
chr10 120518820 120610002 120241289 123248442 wc-cc ERR2268520_.trimmed.mdup.bam.RData.2
chr11 65120531 65810746 65010749 66326367 ww-wc ERR2268520_.trimmed.mdup.bam.RData.3
chr3 179646636 179902412 178124552 180662763 wc-ww ERR2268521_.trimmed.mdup.bam.RData.1
chr6 137011077 137549154 136665771 138227474 wc-ww ERR2268521_.trimmed.mdup.bam.RData.2
chr15 42682811 43277020 31229339 43702339 ww-wc ERR2268521_.trimmed.mdup.bam.RData.3
chr20 16762716 16897594 11076657 17210929 wc-ww ERR2268521_.trimmed.mdup.bam.RData.4
chr3 20860982 21059021 6998670 22378094 ww-wc ERR2268522_.trimmed.mdup.bam.RData.1
chr10 27961310 28120876 11346240 31347285 ww-wc ERR2268522_.trimmed.mdup.bam.RData.2
chr1 114607233 122282390 114057179 123510969 ww-wc ERR2268523_.trimmed.mdup.bam.RData.1
chr1 148372462 153456421 146412360 153768159 wc-ww ERR2268523_.trimmed.mdup.bam.RData.2
chr2 56712230 57067514 56328817 57342716 wc-ww ERR2268523_.trimmed.mdup.bam.RData.3
chr3 178315046 178430633 177889764 178580803 wc-cc ERR2268523_.trimmed.mdup.bam.RData.4
chr5 86712645 87194076 86482298 87988490 ww-wc ERR2268523_.trimmed.mdup.bam.RData.5
chr6 95322667 95551562 94810062 95948555 wc-ww ERR2268523_.trimmed.mdup.bam.RData.6
chr8 91346873 91485965 91087987 91808589 wc-cc ERR2268523_.trimmed.mdup.bam.RData.7
chr2 211549274 211771823 210456586 212088557 cc-wc ERR2268524_.trimmed.mdup.bam.RData.1
chr6 124579226 124747214 123927661 125350276 cc-wc ERR2268524_.trimmed.mdup.bam.RData.2
chr1 187906688 188130503 187605798 188371675 wc-cc ERR2268525_.trimmed.mdup.bam.RData.1
chr2 160427206 160905275 160031670 161354660 wc-ww ERR2268525_.trimmed.mdup.bam.RData.2
chr3 89447865 91191983 87424777 93470604 cc-ww ERR2268525_.trimmed.mdup.bam.RData.3
chr3 93470794 100695987 93470644 101879894 ww-cc ERR2268525_.trimmed.mdup.bam.RData.4
chr9 11102037 11154651 10372644 11434589 wc-ww ERR2268525_.trimmed.mdup.bam.RData.5
chr11 97755174 97910354 97194269 98373566 cc-wc ERR2268525_.trimmed.mdup.bam.RData.6
chr12 83951331 84115703 83512748 84398333 cc-wc ERR2268525_.trimmed.mdup.bam.RData.7
chr2 129393785 129877494 129156857 131515449 cc-wc ERR2268526_.trimmed.mdup.bam.RData.1
chr2 132589854 132941561 130194589 133321951 wc-cc ERR2268526_.trimmed.mdup.bam.RData.2
chr3 25450620 25495048 24824242 25926470 wc-cc ERR2268526_.trimmed.mdup.bam.RData.3
